track_year,track_id,track_pos,artist_name,track_name,track_writers,track_votes
1973,7.0,8,Fausto Leali,La bandiera di sole,"V. Pallavicini,F. Leali",1.226
1973,8.0,9,Umberto Balsamo,Amore mio,"C. Minellono, U. Balsamo",1.224
1973,9.0,10,Anna Identici,Mi son chiesta tante volte,"P. P. Preti,G. Guarneri",1.197
1973,10.0,11,Camaleonti,Come sei bella,"G. Bigazzi,C. Cavallaro",1.170
1973,11.0,12,Donatello,Tu giovane amore mio,"G. Pieretti, F. Monachesi, R. Gianco,A. Nicorelli",1.131
1973,12.0,13,Memo Remigi,Il mondo è qui,M. Remigi,1.111
1973,13.0,14,Alessandro,Tre minuti di ricordi,"M. Del Prete,A. Pintus",1.065
1973,14.0,15,Lionello,Straniera straniera,"F. Specchia,F. Chiaravalle",1.050
1973,15.0,16,Lara Saint Paul,Una casa grande,"A. Lo Vecchio, N. Aprile,N. Villa",990
1973,16.0,NF,Mocedades,Addio amor,"M. Gallerani, G. Bosisio,M. Nobile",
1973,17.0,NF,Pop Tops,Angeline,"R. Nisi Marsella,C. Daiano",
1973,18.0,NF,Jet,Anika na-o,"F. Piccarreda,P. Cochis e P. Cassano",
1973,19.0,NF,Bassano,Cara amica,"F. Specchia P. Prencipe,V. Caruso",
1973,20.0,NF,Carmen Amato,Dove andrai,D. Mariano,
1973,21.0,NF,Sergio Endrigo,Elisa Elisa,"S. Bardotti,S. Endrigo",
1973,22.0,NF,Lolita,Innamorata io?,"A. Celentano,F. Chiaravalle",
1973,23.0,NF,Gigliola Cinquetti,Mistero,C. Mattone,
1973,24.0,NF,Christian De Sica,Mondo mio,"P. Conte,G. Conte",
1973,25.0,NF,Alberto Feri,Ogni volta che mi pare,"F. Evangelisti,P. Pintucci",
1973,26.0,NF,Junior Magli,Povero,"L. Medini,M. Mellier",
1973,27.0,NF,Le Figlie del Vento,Sugli sugli bane bane,"F. Chiaravalle, P. Tomelleri,A. M. Piccioli",
1973,28.0,NF,Drupi,Vado via,"E. Riccardi,L. Albertelli",
1973,29.0,NF,Toni Santagata,Via Garibaldi,T. Santagata,
1974,,1,Iva Zanicchi,"Ciao cara, come stai?","C. Malgioglio, C. Daiano, Dinaro,I. Ianne",36
1974,1.0,2,Domenico Modugno,Questa è la mia vita,"L. Beretta, D. Modugno,E. Suligoj",27
1974,2.0,3,Orietta Berti,Occhi rossi,"D. Pace, C. Conti, L. Pilat,M. Panzeri",21
1974,3.0,F,Anna Melato,Sta piovendo dolcemente,"M. Piccoli,P. Donaggio",
1974,4.0,F,Emanuela Cortesi,Il mio volo bianco,"C. Daiano, F. Zanon,I. Ianne",
1974,5.0,F,Gilda Giuliani,Senza titolo,"V. Pallavicini, A. Ferrari,G. Mescoli",
1974,6.0,F,I Domodossola,Se hai paura,"R. Soffici, M. Guantini,L. Albertelli",
1974,7.0,F,Les Charlots,Mon ami Tango,"D. Pace, C. Conti, L. Pilat,M. Panzeri",
1974,8.0,F,Valentina Greco,Notte dell'estate,"A. Mammoliti, A. Buonocore,C. Celli",
1974,9.0,F,Nicola Di Bari,Il matto del villaggio,"F. Migliacci, C. Mattone,P. Pintucci",
1974,10.0,F,Mouth & MacNeal,Ah! L'amore,"E. Lombardo, C. Sebastianelli,E. Capelli",
1974,11.0,F,Gianni Nazzaro,A modo mio,"C. Baglioni,A. Coggio",
1974,12.0,F,Al Bano,In controluce,"A. Carrisi,P. Limiti",
1974,13.0,F,Mino Reitano,Innamorati,"L. Beretta, F. Reitano,M. Reitano",
1974,14.0,F,Rosanna Fratello,Un po' di coraggio,"G. Pieretti,A. R. Mancino",
1974,15.0,F,Little Tony,Cavalli bianchi,"Miro, Giulifan,B. Casu",
1974,16.0,F,Milva,Monica delle bambole,"L. Beretta,E. Suligoj",
1974,17.0,F,Middle of the Road,Sole giallo,"M. Piccoli,P. Donaggio",
1974,18.0,NF,Kambiz,Canta con me,"E. Riccardi,L. Albertelli",
1974,19.0,NF,Donatella Rettore,Capelli sciolti,"D. Rettore,M. Pagano",
1974,20.0,NF,Riccardo Fogli,Complici,"L. Lopez,C. Vistarini",
1974,21.0,NF,Franco Simone,Fiume grande,F. Simone,
1974,22.0,NF,Orchestra Spettacolo Casadei,La canta,"R. Casadei, E. Muccioli,A. Pedulli",
1974,23.0,NF,Paola Musiani,La donna quando pensa,"M. Galati,E. Capelli",
1974,24.0,NF,Antonella Bottazzi,Per una donna donna,A. Bottazzi,
1974,25.0,NF,Rossella,Qui,"P. A. Cassella, R. Cocciante,M. Luberti",
1974,26.0,NF,Sonia Gigliola Conti,Ricomincerei,"P. Soffici,G. Pieretti",
1974,27.0,NF,Piero Focaccia,Valentin tango,"L. Beretta,E. Capotosti",
1975,,1,Gilda,Ragazza del sud,R. Scalabrino,24
1975,1.0,2 (ex aequo),Angela Luce,Ipocrisia,"P. Giordano,E. Alfieri",15
1975,2.0,2 (ex aequo),Rosanna Fratello,Va' speranza va',"G. Taddei,F. Graniero",15
1975,3.0,4,Valentina Greco,Un grande addio,"G. Puzzo, B. Moglia, P. Limiti, E. Capotosti,M. C. Lacamera",13
1975,4.0,5,Laura,E poi e poi,N. La Mantia,10
1975,5.0,6,"Franco,le Piccole Donne",Come Humphrey Bogart,"L. Raggi,B. Pallini",7
1975,6.0,F,Le Nuove Erbe,Topolino piccolo,"F. Specchia,P. Prencipe",
1975,7.0,F,Nico dei Gabbiani,Io credo (Ci son cose più grandi di te),"Cadam,F. Turnaturi",
1975,8.0,F,Eugenio Alberti,Decidi tu per me,"P. Montanaro, E. Ronda, A. Gallo,M. Mellier",
1975,9.0,F,Gianni Migliardi,Sei stata tu,"S. Piccioli, A. Valleroni,F. Tessandori",
1975,10.0,F,Piero Cotto,Il telegramma,"V. Pallavicini,G. Donaggio",
1975,11.0,F,Stefania,L'incertezza di una vita,"F. Specchia, P. Prencipe,S. Sciannamea",
1975,12.0,NF,Emy Cesaroni,1975… amore mio,"F. Specchia,P. Prencipe",
1975,13.0,NF,Gabriella Sanna,Adesso basti tu,"G. Meccia,B. Zambrini",
1975,14.0,NF,Daniela,Dolce abitudine,"P. Montanaro, E. Ronda, G. Rigo,A. Mammoliti",
1975,15.0,NF,Eva 2000,In amore non si può mentire,"L. Capello,M. Cenci",
1975,16.0,NF,Jean-François Michael,Innamorarsi,"D. Sarti, A. De Lorenzo, A. Olivares,B. Stecca",
1975,17.0,NF,Annagloria,La paura di morire,"G. Calabrese, E. Ballotta,P. Calvi",
1975,18.0,NF,Antonella Bellan,Lettera,"R. Scala, L. Medini, P. B. Greco,M. Mellier",
1975,19.0,NF,Lorenzo Pilat,Madonna d'amore,L. Pilat,
1975,20.0,NF,G.Men,Oggi,T. Cavalli,
1975,21.0,NF,Kriss and Saratoga,Piccola bambina cara,"F. Specchia,S. Sciannamea",
1975,22.0,NF,La Quinta Faccia,Quattro stagioni,"I. Pelosi,V. Caruso",
1975,23.0,NF,Paola Folzini,Il ragioniere,"C. Celli, A. Buonocore,A. Mammoliti",
1975,24.0,NF,Goffredo Canarini,Scarafaggi,G. Canarini,
1975,25.0,NF,Paola Musiani,Se nasco un'altra volta,"A. Testa,G. Donaggio",
1975,26.0,NF,Le Volpi Blu,Senza impegno,"M. Motta, S. Bordoni, F. Delfino,G. Damele",
1975,27.0,NF,Leila Selli,Sola in due,"M. Francesio, G. Canarini,N. Roccabruna",
1975,28.0,NF,Nannarella,Sotto le stelle,R. Balzani,
1975,29.0,NF,"Ely Neri,la sua orchestra",Tango di casa mia,E. Neri,
1976,,1,Peppino di Capri,Non lo faccio più,"Depsa, S. Iodice,F. Berlincioni",46
1976,1.0,2,"Wess,Dori Ghezzi","Come stai, con chi sei","C. Minellono, F. Piccarreda,U. Balsamo",40
1976,2.0,3 (ex aequo),Sandro Giacobbe,Gli occhi di tua madre,"S. Giacobbe, D. Pace,O. Avogadro",36
1976,3.0,3 (ex aequo),Albatros,Volo AZ 504,"V. Pallavicini,T. Cutugno",36
1976,4.0,5,Paolo Frescura,Due anelli,"A. De Sanctis,P. Frescura",30
1976,5.0,6,Drupi,Sambariò,"L. Albertelli,E. Riccardi",24
1976,6.0,7,Carlo Gigli,Più forte,"Schiava,C. Gigli",23
1976,7.0,8,Daniel Sentacruz Ensemble,Linda bella Linda,"C. Dammicco, Querencio, Sentacruz,F. Specchia",21
1976,8.0,9,Gli Opera,L'ho persa ancora,"F. Ricciardi, O. Avogadro,D. Pace",20
1976,9.0,10,Camaleonti,Cuore di vetro,"G. Bigazzi,T. Savio",19
1976,10.0,11,Orietta Berti,Omar,"M. Battaini,L. Beretta",16
1976,11.0,12,La Strana Società,Andiamo via,"C. Conti, F. Cassano,L. Albertelli",11
1976,12.0,13,Ricchi e Poveri con I Nostri Figli,Due storie dei musicanti,"L. Bacalov,S. Bardotti",10
1976,13.0,14,Patrizio Sandrelli,Piccola donna addio,"V. Stavolo,F. Zulian",9
1976,14.0,15 (ex aequo),Sergio Endrigo,Quando c'era il mare,S. Endrigo,6
1976,15.0,15 (ex aequo),Miko,Signora tu,"G. Pegoraro,P. M. Bozzetti",6
1976,16.0,17,Profeti,Cercati un'anima,"D. Ciletti, C. Cavallaro, D. Pace,O. Avogadro",5
1976,17.0,18,La Nuova Gente,Che sarei,"P. Landro,E. Cardullo",3
1976,18.0,NF,Santino Rocchetti,E tu mi manchi,"S. Luca,A. Lo Vecchio",
1976,19.0,NF,Rosanna Fratello,Il mio primo rossetto,"U. Napolitano,N. Salerno",
1976,20.0,NF,Gloriana,La canzone dei poveri,"A. Gallo,Mallozzi",
1976,21.0,NF,Antonio Buonomo,La femminista,"L. Chiosso,E. Alfieri",
1976,22.0,NF,Leano Morelli,Nata libera,"E. Crippa,L. Morelli",
1976,23.0,NF,Romina Power,Non due,"R. Power,A. Carrisi",
1976,24.0,NF,Maggie Mae,Sing My Song,"C. De Natale,Darini",
1976,25.0,NF,Armonium,Stella cadente,"V. Stavolo,F. Zulian",
1976,26.0,NF,Vanna Leali,Torno a casa,"E. Suligoj,P. Limiti",
1976,27.0,NF,Umberto Lupi,Una casa senza nome,"L. Pilat, M. Panzeri,D. Pace",
1976,28.0,NF,Ezio Maria Picciotta,Uomo qualunque,"E. M. Picciotta, F. Migliacci,D. Farina",
1976,29.0,NF,Silvano Vittorio,Vieni,"A. Lo Vecchio,S. Vittorio",
1977,,1,Homo Sapiens,Bella da morire,"R. Pareti,A. Salerno",17
1977,1.0,2,Collage,Tu mi rubi l'anima,"G. Padovan,A. De Sanctis",7
1977,2.0,3,I Santo California,Monica,"P. Pinna, G. Simonelli,E. Palumbo",1
1977,3.0,F,Umberto Napolitano,Con te ci sto,U. Napolitano,
1977,4.0,F,Santino Rocchetti,Dedicato a te,"S. Rocchetti,A. Lo Vecchio",
1977,5.0,F,Daniela Davoli,E invece con te,"D. Davoli,M. Zarrillo",
1977,6.0,F,Albatros,Gran Premio,"M. Vasseur, V. Pallavicini,T. Cutugno",
1977,7.0,F,Leano Morelli,Io ti porterei,L. Morelli,
1977,8.0,F,Matia Bazar,Ma perché,"C. Marrale, P. Cassano,A. Stellita",
1977,9.0,F,Il Giardino dei Semplici,Miele,"G. Bigazzi,T. Savio",
1977,10.0,F,Donatella Rettore,Oh Carmela,"D. Rettore,C. Rego",
1977,11.0,F,La Strana Società,Tesoro mio,"L. Albertelli, C. Conti,F. Cassano",
1978,,1,Matia Bazar,...e dirsi ciao,"G. Golzi, A. Stellita, P. Cassano, C. Marrale,A. Ruggiero",34
1978,1.0,2,Anna Oxa,Un'emozione da poco,"I. Fossati,G. Guglielminetti",30
1978,2.0,3,Rino Gaetano,Gianna,R. Gaetano,17
1978,3.0,4,Ciro Sebastianelli,Il buio e tu,"C. Sebastianelli, D. Pace,O. Avogadro",16
1978,4.0,5,Anselmo Genovese,Tu sola,"A. Genovese,L. Capello",12
1978,5.0,6,Santino Rocchetti,Armonia e poesia,"S. Rocchetti,A. Lo Vecchio",11
1978,6.0,7,Schola Cantorum,Il mio amore,"M. Luberti,E. Fusco",9
1978,7.0,8,Laura Luca,Domani domani,"G. Pieretti,A. Nicorelli",4
1978,8.0,9,Daniel Sentacruz Ensemble,1/2 notte,"Zacar, S. Grieco, C. Dammicco,Sentacruz",2
1978,9.0,F,Donato Ciletti,Anna Anna,"D. Pace, O. Avogadro, D. Ciletti,C. Cavallaro",
1978,10.0,F,Roberto Carrino,'N 'addore 'e castagne,"R. Carrino,M. Coppola",
1978,11.0,F,Dora Moroni,Ora,"F. Marino, E. Intra, C. Rego,D. Rettore",
1978,12.0,F,Marco Ferradini,Quando Teresa verrà,"S. Luca,M. Ferradini",
1978,13.0,F,Beans,Soli,"A. Bella,G. Bella",
1979,,1,Mino Vergnaghi,Amare,"P. Finà,S. Ortone",1441 (701+740)
1979,1.0,2,Enzo Carella,Barbara,"E. Carella,P. Panella",1257 (702+555)
1979,2.0,3,I Camaleonti,Quell'attimo in più,"M. Lavezzi, O. Avogadro,D. Pace",1256 (619+637)
1979,3.0,4,Collage,La gente parla,"A. De Sanctis, S. Di Nardo,M. Marrocchi",1210 (653+567)
1979,4.0,5,Enrico Beruschi,Sarà un fiore,"D. Pace, C. Conti,M. Panzeri",1196 (647+549)
1979,5.0,6,Franco Fanigliulo,A me mi piace vivere alla grande,"O. Avogadro, R. Borghetti, F. Fanigliulo,D. Pace",1156 (620+536)
1979,6.0,7,Lorella Pescerelli,New York,"F. Migliacci,F. Paulin",1149 (590+559)
1979,7.0,8,Kim & The Cadillacs,C'era un'atmosfera,"A. Stellita,P. Cassano",1054 (570+484)
1979,8.0,9,Umberto Napolitano,Bimba mia,U. Napolitano,1044 (494+550)
1979,9.0,10,Pandemonium,Tu fai schifo sempre,"A. Giordano, M. Paulicelli,G. Mauro",993 (490+505)
1979,10.0,11,Antoine,Nocciolino,M. Piccoli,957 (449+508)
1979,11.0,12,Grimm,Liana,L. Lazzarini,854 (448+406)
1979,12.0,NF,Marinella,Autunno cadono le pagine gialle,"R. Ferri,G. Trombetti",
1979,13.0,NF,Ayx,Ayx Disco,R. Galardini,
1979,14.0,NF,Ciro Sebastianelli,Ciao Barbarella,"C. Sebastianelli, D. Pace,O. Avogadro",
1979,15.0,NF,Nicoletta Bauce,Grande mago,"N. Bauce,R. Colombo",
1979,16.0,NF,Gli Opera,Il diario dei segreti,"C. Daiano,G. Adorno",
1979,17.0,NF,Il Était une Fois,Impazzirò,"P. Civello,Basilivan",
1979,18.0,NF,Michele Vicino,In due,"G. Belfiore,M. Vicino",
1979,19.0,NF,Roberta,"Il sole, la pioggia","D. Pace,C. Conti",
1979,20.0,NF,Massimo Abbate,Napule cagnarrà,W. Montanelli,
1979,21.0,NF,Gianni Mocchetti,Talismano nero,"Manipoli,G. Mocchetti",
1980,,1,Toto Cutugno,Solo noi,S. Cutugno,750
1980,1.0,2,Enzo Malepasso,Ti voglio bene,"Depsa,E. Malepasso",650
1980,2.0,3,Pupo,Su di noi,"P. Barabani, D. Milani,E. Ghinazzi",500
1980,3.0,F,Gianni Morandi,Mariù,"R. Cellamare,F. De Gregori",
1980,4.0,F,La Bottega dell'Arte,Più di una canzone,"P. Calabrese,R. Musumarra",
1980,5.0,F,Sally Oldfield,I Sing for You,"A. Salerno,M. Fabrizio",
1980,6.0,F,Stefano Rosso,L'italiano,S. Rosso,
1980,7.0,F,Leroy Gomez,Tu mi manchi dentro,"C. Minellono,R. Brioschi",
1980,8.0,F,Paolo Riviera,Cavallo bianco,"V. Magelli,R. Aglietti",
1980,9.0,F,Bobby Solo,Gelosia,"D. Ciotti,R. Satti",
1980,10.0,F,Decibel,Contessa,"F. Muzio,E. Ruggeri",
1980,11.0,F,Francesco Magni,Voglio l'erba voglio,F. Magni,
1980,12.0,F,Aldo Donati,Canterò canterò canterò,A. Donati,
1980,13.0,F,"Giorgio Zito,i Diesel",Ma vai vai,G. Bennato,
1980,14.0,F,Linda Lee,Va' pensiero,P. Caruso,
1980,15.0,F,Bruno D'Andrea,Mara,"L. Albertelli,B. Tavernese",
1980,16.0,F,Leano Morelli,Musica regina,L. Morelli,
1980,17.0,F,Orlando Johnson,Il sole canta,G. Ullu,
1980,18.0,F,Alberto Cheli,Passerà,"A. Coggio,M. Luberti",
1980,19.0,F,Peppino di Capri,Tu cioè...,"Depsa,G. Faiella",
1980,20.0,NF,Omelet,Amor mio... sono me!,"P. Scarpettini,A. Piccareta",
1980,21.0,NF,Rimmel,Angelo di seta,"G. Dell'Orso, R. Guide,C. Colitti",
1980,22.0,NF,Henry Freis,Dal metrò a New York,S. Giacobbe,
1980,23.0,NF,Mela Lo Cicero,Dammi le mani,F. Chiaravalle,
1980,24.0,NF,Gianfranco De Angelis,E pensare che una volta... non era così!,"S. Spassiano,P. Cassella",
1980,25.0,NF,Albetro Beltrami,Non ti drogare,A. Beltrami,
1980,26.0,NF,"Latte,Miele",Ritagli di luce,"L. Poltini,L. Albertelli",
1980,27.0,NF,Armonium,Ti desidero,"C. Scotti Galletta, P. Barabani,F. Zulian",
1980,28.0,NF,Luca Cola,Tu che fai la moglie,"L. Cola, E. Intra,Rigaldi",
1980,29.0,NF,"Coscarella,Polimeno",Tu sei la mia musica,"A. Coscarella, D. Polimeno,A. Cogliati",
1981,,1,Alice,Per Elisa,"C. Bissi, F. Battiato,G. Pio",736
1981,1.0,2,Loretta Goggi,Maledetta primavera,"P. A. Cassella,A. Rosario",700
1981,2.0,3,Dario Baldan Bembo,Tu cosa fai stasera?,"P. A. Cassella,D. Baldan Bembo",572
1981,3.0,4,Luca Barbarossa,Roma spogliata,L. Barbarossa,532
1981,4.0,5,Ricchi e Poveri,Sarà perché ti amo,"E. Ghinazzi, D. Pace,D. Farina",520
1981,5.0,6,Paolo Barabani,Hop hop somarello,"P. Barabani, E. Ghinazzi,G. P. Reverberi",415
1981,6.0,7,Marinella,Ma chi te lo fa fare,"V. Pallavicini,G. P. Felisatti",389
1981,7.0,8,Michele Zarrillo,Su quel pianeta libero,"M. Zarrillo, A. Rosario,P. A. Cassella",377
1981,8.0,9,Marcella,Pensa per te,"G. Bigazzi,G. Bella",325
1981,9.0,10,Passengers,Midnight,"G. Arena,A. Piccareta",268
1981,10.0,F,Eduardo De Crescenzo,Ancora,"F. Migliacci,C. Mattone",
1981,11.0,F,Leano Morelli,Angela,"M. Mologni,L. Morelli",
1981,12.0,F,Orietta Berti,La barca non va più,"B. Lauzi,P. Caruso",
1981,13.0,F,Sterling Saint-Jacques,Blue (Tutto è blu),"P. M. Bozzetti, G. Bozzetti,V. Caruso",
1981,14.0,F,Fiorella Mannoia,Caffè nero bollente,"M. Cavallo,R. De Cola",
1981,15.0,F,Carmen & Thompson,Follow me (Se amore vuoi),"L. Angeleri, C. Thompson,P. Carmen",
1981,16.0,F,Stefano Tosi,Io mi,"C. D'Apruzzo, M. Filistrucchi,S. Tosi Innocenti",
1981,17.0,F,Bobby Solo,Non posso perderti,"D. Ciotti,R. Satti",
1981,18.0,F,Gianni Bella,Questo amore non si tocca,"G. Bigazzi,G. Bella",
1981,19.0,F,Collage,I ragazzi che si amano,"C. Daiano, A. Valsiglio,P. Masala",
1981,20.0,NF,Enzo Malepasso,Amore mio,"S. De Pasquale,E. Malepasso",
1981,21.0,NF,Sebastiano Occhino,Bianca stella,"S. Occhino,L. Albertelli",
1981,22.0,NF,Jò Chiarello,Che brutto affare,"F. Califano,A. Varano",
1981,23.0,NF,Gli Opera,Guerriero,A. Barilà,
1981,24.0,NF,Umberto Napolitano,Mille volte ti amo,U. Napolitano,
1981,25.0,NF,Tom Hooker,Toccami,"R. Brioschi,M. Chiodi",
1981,26.0,NF,Domenico Mattia,Tulilemble,G. P. Felisatti,
1981,27.0,NF,Franco Fasano,Un'isola alle Hawaii,"F. Fasano,Depsa",
1982,,1,Riccardo Fogli,Storie di tutti i giorni,"R. Fogli, G. Morra,M. Fabrizio",820
1982,1.0,2,"Al Bano,Romina Power",Felicità,"C. Minellono, G. De Stefani,D. Farina",789
1982,2.0,3,Drupi,Soli,"G. Anelli, G. Belleno,V. De Scalzi",322
1982,3.0,4,Giuseppe Cionfoli,Solo grazie,G. Cionfoli,156
1982,4.0,5,Christian,Un'altra vita un altro amore,M. Balducci,123
1982,5.0,6,Jimmy Fontana,Beguine,"F. Migliacci, E. Sbriccoli, L. Greco,L. Pellegrino",108
1982,6.0,F,Lene Lovich,Blue Hotel,Goldsand,
1982,7.0,F,Elisabetta Viviani,C'è,M. Balducci,
1982,8.0,F,Mia Martini,E non finisce mica il cielo,I. Fossati,
1982,9.0,F,Anna Oxa,Io no,"O. Avogadro,M. Lavezzi",
1982,10.0,F,Stefano Sani,Lisa,"J. Iozzo, Z. Fornaciari,F. Marsella",
1982,11.0,F,Le Orme,Marinai,"A. Salerno, D'Amico, A. Pagliuca,A. Tagliapietra",
1982,12.0,F,Riccardo Del Turco,Non voglio ali,R. Del Turco,
1982,13.0,F,Plastic Bertrand,Ping pong,"Depsa, G. Pirazzoli,G. Fasano",
1982,14.0,F,Milk and Coffee,Quando incontri l'amore,"S. Subelli,I. Polizzy, C. Natili e G. Nisi",
1982,15.0,F,Viola Valentino,Romantici,"G. Morra,M. Fabrizio",
1982,16.0,F,Mal,Sei la mia donna,"C. Minellono, D. Sorrenti,G. Santamaria",
1982,17.0,F,Mario Castelnuovo,Sette fili di canapa,M. Castelnuovo,
1982,18.0,F,Roberto Soffici,Strano momento,"R. Soffici,A. Lo Vecchio",
1982,19.0,F,Bobby Solo,Tu stai,R. Satti,
1982,20.0,F,Zucchero Fornaciari,Una notte che vola via,"Z. Fornaciari,C. D'Apruzzo",
1982,21.0,F,Vasco Rossi,Vado al massimo,V. Rossi,
1982,22.0,NF,Orietta Berti,America in,"D. Pace, M. Panzeri,C. Conti",
1982,23.0,NF,Rino Martinez,Biancaneve,"P. Dossena,R. Martinez",
1982,24.0,NF,Marina Lai,Centomila amori miei,"Minimum, A. Cogliati,Bibap",
1982,25.0,NF,Julie,Cuore bandito,"E. Palumbo,Sebastiano",
1982,26.0,NF,Claudio Villa,Facciamo la pace,"C. Villa,R. Ferri",
1982,27.0,NF,Piero Cassano,Non arrenderti mai,"V. Pallavicini, L. Albertelli,P. Cassano",
1982,28.0,NF,Michele Zarrillo,Una rosa blu,"P. Cassella, M. Zarrillo,T. Savio",
1982,29.0,NF,Fiordaliso,Una sporca poesia,"G. Pirazzoli, G. Fasano,Depsa",
1983,,1,Tiziana Rivale,Sarà quel che sarà,"R. Ferri,M. Fabrizio",2.981 (3.208)
1983,1.0,2,Donatella Milani,Volevo dirti,"D. Milani, D. Pace,A. Fornaciari",2.942 (3.002)
1983,2.0,3,Dori Ghezzi,Margherita non lo sa,"O. Prudente,O. Avogadro",2.912 (2.780)
1983,3.0,4,Matia Bazar,Vacanze romane,"C. Marrale,G. Golzi",2.831 (2.894)
1983,4.0,5,Toto Cutugno,L'italiano,"C. Minellono,T. Cutugno",2.733 (2.869)
1983,5.0,6,Fiordaliso,Oramai,"C. Daiano, A. Valsiglio,Depsa",2.701 (2.650)
1983,6.0,7,Stefano Sani,Complimenti,"L. Albertelli,A. Fornaciari",2.674
1983,7.0,8,Gianni Morandi,La mia nemica amatissima,"Mogol, G. Bella,G. Morandi",2.593
1983,8.0,9,Amii Stewart,Working Late Tonight,"M. Capuano, G. Capuano,S. Boswell",2.592
1983,9.0,10,Marco Armani,È la vita,"M. Armani,P. Armenise",2.586
1983,10.0,11,Giuseppe Cionfoli,Shalom,G. Cionfoli,2.583
1983,11.0,12,Giorgia Fiorio,Avrò,"S. Menegale, R. Ferrato,P. Soffici",2.512
1983,12.0,13,Flavia Fortunato,Casco blu,"M. Di Carlo, P. Masala, E. Palumbo,M. Ramoino",2.463
1983,13.0,14,Bertín Osborne,Eterna malattia,"E. Malepasso,L. Albertelli",2.435
1983,14.0,15,Riccardo Azzurri,Amare te,R. Azzurri,2.380
1983,15.0,16,Sandro Giacobbe,Primavera,"S. Giacobbe,L. Albertelli",2.345
1983,16.0,17,Christian,Abbracciami amore mio,M. Balducci,2.296
1983,17.0,18,Marco Ferradini,Una catastrofe bionda,"R. Giuliani, M. Ferradini,Cheope",2.295
1983,18.0,19,Richard Sanderson,Stiamo insieme,A. Fornaciari,2.277
1983,19.0,20,Zucchero,Nuvola,A. Fornaciari,2.172
1983,20.0,21,Gianni Nazzaro,Mi sono innamorato di mia moglie,"D. Pace,M. Russo",2.161
1983,21.0,22,Barbara Boncompagni,Notte e giorno,"D. Pace,A. Valsiglio",2.132
1983,22.0,23,Passengers,Movie Star,"C. Valli,A. Piccarreda",2.024
1983,23.0,24,Viola Valentino,Arriva arriva,"M. Fabrizio,V. Spampinato",2.016
1983,24.0,25,Vasco Rossi,Vita spericolata,"V. Rossi,T. Ferro",1.932
1983,25.0,26,Pupo,Cieli azzurri,"E. Ghinazzi,S. Saturnini",1.931
1983,26.0,NF,Daniela Goggi,Dammi tanto amore,"M. Bassi,E. Ghinazzi",
1983,27.0,NF,Pinot,Donna sola,I. Michetti,
1983,28.0,NF,Brunella Borciani,E la neve scende,"L. Albertelli,A. Fornaciari",
1983,29.0,NF,Patrizia Danzi,Fammi volare,"Cavaros,M. Violante",
1983,30.0,NF,Gloriana,Il mio treno,"S. Subelli, G. Nisi, G. Natili, S. Aloisio,F. Anfuso",
1983,31.0,NF,Nino Buonocore,Nuovo amore,N. Buonocore,
1983,32.0,NF,Sibilla,Oppio,"F. Battiato, F. Jaeggy, S. Mostert,G. Pio",
1983,33.0,NF,Alessio Colombini,Scatole cinesi,"A. Cogliati,A. Colombini",
1983,34.0,NF,Manuele Pepe,Solo con te,M. Pepe,
1983,35.0,NF,Amedeo Minghi,1950,"G. Chiocchio,A. Minghi",
1984,,1,"Al Bano,Romina Power",Ci sarà,"C. Minellono,D. Farina",2.122.616
1984,1.0,2,Toto Cutugno,Serenata,"S. Cutugno,V. Pallavicini",1.042.864
1984,2.0,3,Christian,Cara,M. Balducci,486.102
1984,3.0,4,Pupo,Un amore grande,"G. Savio, G. Bigazzi,U. Tozzi",409.954
1984,4.0,5,Fiordaliso,Non voglio mica la luna,"E. Malepasso, L. Albertelli,A. Fornaciari",358.626
1984,5.0,6,Mario Castelnuovo,Nina,M. Castelnuovo,266.020
1984,6.0,7,Anna Oxa,Non scendo,"O. Avogadro,M. Lavezzi",238.960
1984,7.0,8,Drupi,Regalami un sorriso,"A. Cogliati, G. Anelli,F. Fasano",232.536
1984,8.0,9,Iva Zanicchi,Chi (Mi darà),"U. Balsamo,C. Malgioglio",221.908
1984,9.0,10,Patty Pravo,Per una bambola,M. Monti,175.414
1984,10.0,11,Gruppo Italiano,Anni ruggenti,"P. Di Malta, R. Riva, G. Folino,C. Santulli",167.620
1984,11.0,12,Bobby Solo,Ancora ti vorrei,"R. Satti, Susuki,M. Mologni",153.210
1984,12.0,13,Donatella Milani,Libera,"D. Milani, Filistrucchi,Putzolu",129.896
1984,13.0,14,Fiorella Mannoia,Come si cambia,"M. Piccoli,R. Pareti",110.040
1984,14.0,15,Marisa Sannia,Amore amore,"D. Pace,C. Conti",109.514
1984,15.0,16,Alberto Camerini,La bottega del caffè,A. Camerini,78.940
1984,16.0,17,Riccardo Del Turco,Serena alienazione,"Mogol,R. Del Turco",75.308
1984,17.0,18,Garbo,Radioclima,R. Abate,66.626
1984,18.0,19,Enrico Ruggeri,Nuovo swing,E. Ruggeri,65.706
1984,19.0,20,Stadio,Allo stadio,"L. Carboni,G. Curreri",54.760
1984,,1,Eros Ramazzotti,Terra promessa,"E. Ramazzotti, A. Salerno,R. Brioschi",99
1984,1.0,2,Marco Armani,Solo con l'anima mia,"R. Cellamare,L. Carboni",58
1984,2.0,3,Flavia Fortunato,Aspettami ogni sera,"E. Palumbo, V. Magelli, Lazzari,Sebastiani",43
